source,source_name,target,target_name,title,weight
nm4004793,Letitia Wright,nm0293509,Martin Freeman,Black Panther: Wakanda Forever,1
nm4004793,Letitia Wright,nm0000506,Julia Louis-Dreyfus,Black Panther: Wakanda Forever,1
nm4004793,Letitia Wright,nm9584861,Dominique Thorne,Black Panther: Wakanda Forever,1
nm4004793,Letitia Wright,nm0441042,Florence Kasumba,Black Panther: Wakanda Forever,1
nm2143282,Lupita Nyong'o,nm1775091,Danai Gurira,Black Panther: Wakanda Forever,1
nm2143282,Lupita Nyong'o,nm6328300,Winston Duke,Black Panther: Wakanda Forever,1
nm2143282,Lupita Nyong'o,nm0000291,Angela Bassett,Black Panther: Wakanda Forever,1
nm2143282,Lupita Nyong'o,nm2204178,Tenoch Huerta,Black Panther: Wakanda Forever,1
nm2143282,Lupita Nyong'o,nm0293509,Martin Freeman,Black Panther: Wakanda Forever,1
nm2143282,Lupita Nyong'o,nm0000506,Julia Louis-Dreyfus,Black Panther: Wakanda Forever,1
nm2143282,Lupita Nyong'o,nm9584861,Dominique Thorne,Black Panther: Wakanda Forever,1
nm2143282,Lupita Nyong'o,nm0441042,Florence Kasumba,Black Panther: Wakanda Forever,1
nm1775091,Danai Gurira,nm6328300,Winston Duke,Black Panther: Wakanda Forever,1
nm1775091,Danai Gurira,nm0000291,Angela Bassett,Black Panther: Wakanda Forever,1
nm1775091,Danai Gurira,nm2204178,Tenoch Huerta,Black Panther: Wakanda Forever,1
nm1775091,Danai Gurira,nm0293509,Martin Freeman,Black Panther: Wakanda Forever,1
nm1775091,Danai Gurira,nm0000506,Julia Louis-Dreyfus,Black Panther: Wakanda Forever,1
nm1775091,Danai Gurira,nm9584861,Dominique Thorne,Black Panther: Wakanda Forever,1
nm1775091,Danai Gurira,nm0441042,Florence Kasumba,Black Panther: Wakanda Forever,1
nm6328300,Winston Duke,nm0000291,Angela Bassett,Black Panther: Wakanda Forever,1
nm6328300,Winston Duke,nm2204178,Tenoch Huerta,Black Panther: Wakanda Forever,1
nm6328300,Winston Duke,nm0293509,Martin Freeman,Black Panther: Wakanda Forever,1
nm6328300,Winston Duke,nm0000506,Julia Louis-Dreyfus,Black Panther: Wakanda Forever,1
nm6328300,Winston Duke,nm9584861,Dominique Thorne,Black Panther: Wakanda Forever,1
nm6328300,Winston Duke,nm0441042,Florence Kasumba,Black Panther: Wakanda Forever,1
nm0000291,Angela Bassett,nm2204178,Tenoch Huerta,Black Panther: Wakanda Forever,1
nm0000291,Angela Bassett,nm0293509,Martin Freeman,Black Panther: Wakanda Forever,1
nm0000291,Angela Bassett,nm0000506,Julia Louis-Dreyfus,Black Panther: Wakanda Forever,1
nm0000291,Angela Bassett,nm9584861,Dominique Thorne,Black Panther: Wakanda Forever,1
nm0000291,Angela Bassett,nm0441042,Florence Kasumba,Black Panther: Wakanda Forever,1
nm2204178,Tenoch Huerta,nm0293509,Martin Freeman,Black Panther: Wakanda Forever,1
nm2204178,Tenoch Huerta,nm0000506,Julia Louis-Dreyfus,Black Panther: Wakanda Forever,1
nm2204178,Tenoch Huerta,nm9584861,Dominique Thorne,Black Panther: Wakanda Forever,1
nm2204178,Tenoch Huerta,nm0441042,Florence Kasumba,Black Panther: Wakanda Forever,1
nm0293509,Martin Freeman,nm0000506,Julia Louis-Dreyfus,Black Panther: Wakanda Forever,1
nm0293509,Martin Freeman,nm9584861,Dominique Thorne,Black Panther: Wakanda Forever,1
nm0293509,Martin Freeman,nm0441042,Florence Kasumba,Black Panther: Wakanda Forever,1
nm0000506,Julia Louis-Dreyfus,nm9584861,Dominique Thorne,Black Panther: Wakanda Forever,1
nm0000506,Julia Louis-Dreyfus,nm0441042,Florence Kasumba,Black Panther: Wakanda Forever,1
nm9584861,Dominique Thorne,nm0441042,Florence Kasumba,Black Panther: Wakanda Forever,1
nm1212722,Benedict Cumberbatch,nm0647634,Elizabeth Olsen,Doctor Strange in the Multiverse of Madness,1
nm1212722,Benedict Cumberbatch,nm0252230,Chiwetel Ejiofor,Doctor Strange in the Multiverse of Madness,1
nm1212722,Benedict Cumberbatch,nm0938950,Benedict Wong,Doctor Strange in the Multiverse of Madness,1
nm1212722,Benedict Cumberbatch,nm7961780,Xochitl Gomez,Doctor Strange in the Multiverse of Madness,1
nm1212722,Benedict Cumberbatch,nm1046097,Rachel McAdams,Doctor Strange in the Multiverse of Madness,1
nm1212722,Benedict Cumberbatch,nm4810527,Jett Klyne,Doctor Strange in the Multiverse of Madness,1
nm1212722,Benedict Cumberbatch,nm6623135,Julian Hilliard,Doctor Strange in the Multiverse of Madness,1
nm1212722,Benedict Cumberbatch,nm0836121,Michael Stuhlbarg,Doctor Strange in the Multiverse of Madness,1
nm1212722,Benedict Cumberbatch,nm2017943,Hayley Atwell,Doctor Strange in the Multiverse of Madness,1
nm0647634,Elizabeth Olsen,nm0252230,Chiwetel Ejiofor,Doctor Strange in the Multiverse of Madness,1
nm0647634,Elizabeth Olsen,nm0938950,Benedict Wong,Doctor Strange in the Multiverse of Madness,1
nm0647634,Elizabeth Olsen,nm7961780,Xochitl Gomez,Doctor Strange in the Multiverse of Madness,1
nm0647634,Elizabeth Olsen,nm1046097,Rachel McAdams,Doctor Strange in the Multiverse of Madness,1
nm0647634,Elizabeth Olsen,nm4810527,Jett Klyne,Doctor Strange in the Multiverse of Madness,1
nm0647634,Elizabeth Olsen,nm6623135,Julian Hilliard,Doctor Strange in the Multiverse of Madness,1
nm0647634,Elizabeth Olsen,nm0836121,Michael Stuhlbarg,Doctor Strange in the Multiverse of Madness,1
nm0647634,Elizabeth Olsen,nm2017943,Hayley Atwell,Doctor Strange in the Multiverse of Madness,1
nm0252230,Chiwetel Ejiofor,nm0938950,Benedict Wong,Doctor Strange in the Multiverse of Madness,1
nm0252230,Chiwetel Ejiofor,nm7961780,Xochitl Gomez,Doctor Strange in the Multiverse of Madness,1
nm0252230,Chiwetel Ejiofor,nm1046097,Rachel McAdams,Doctor Strange in the Multiverse of Madness,1
nm0252230,Chiwetel Ejiofor,nm4810527,Jett Klyne,Doctor Strange in the Multiverse of Madness,1
nm0252230,Chiwetel Ejiofor,nm6623135,Julian Hilliard,Doctor Strange in the Multiverse of Madness,1
nm0252230,Chiwetel Ejiofor,nm0836121,Michael Stuhlbarg,Doctor Strange in the Multiverse of Madness,1
nm0252230,Chiwetel Ejiofor,nm2017943,Hayley Atwell,Doctor Strange in the Multiverse of Madness,1
nm0938950,Benedict Wong,nm7961780,Xochitl Gomez,Doctor Strange in the Multiverse of Madness,1
nm0938950,Benedict Wong,nm1046097,Rachel McAdams,Doctor Strange in the Multiverse of Madness,1
nm0938950,Benedict Wong,nm4810527,Jett Klyne,Doctor Strange in the Multiverse of Madness,1
nm0938950,Benedict Wong,nm6623135,Julian Hilliard,Doctor Strange in the Multiverse of Madness,1
nm0938950,Benedict Wong,nm0836121,Michael Stuhlbarg,Doctor Strange in the Multiverse of Madness,1
nm0938950,Benedict Wong,nm2017943,Hayley Atwell,Doctor Strange in the Multiverse of Madness,1
nm7961780,Xochitl Gomez,nm1046097,Rachel McAdams,Doctor Strange in the Multiverse of Madness,1
nm7961780,Xochitl Gomez,nm4810527,Jett Klyne,Doctor Strange in the Multiverse of Madness,1
nm7961780,Xochitl Gomez,nm6623135,Julian Hilliard,Doctor Strange in the Multiverse of Madness,1
nm7961780,Xochitl Gomez,nm0836121,Michael Stuhlbarg,Doctor Strange in the Multiverse of Madness,1
nm7961780,Xochitl Gomez,nm2017943,Hayley Atwell,Doctor Strange in the Multiverse of Madness,1
nm1046097,Rachel McAdams,nm4810527,Jett Klyne,Doctor Strange in the Multiverse of Madness,1
nm1046097,Rachel McAdams,nm6623135,Julian Hilliard,Doctor Strange in the Multiverse of Madness,1
nm1046097,Rachel McAdams,nm0836121,Michael Stuhlbarg,Doctor Strange in the Multiverse of Madness,1
nm1046097,Rachel McAdams,nm2017943,Hayley Atwell,Doctor Strange in the Multiverse of Madness,1
nm4810527,Jett Klyne,nm6623135,Julian Hilliard,Doctor Strange in the Multiverse of Madness,1
nm4810527,Jett Klyne,nm0836121,Michael Stuhlbarg,Doctor Strange in the Multiverse of Madness,1
nm4810527,Jett Klyne,nm2017943,Hayley Atwell,Doctor Strange in the Multiverse of Madness,1
nm6623135,Julian Hilliard,nm0836121,Michael Stuhlbarg,Doctor Strange in the Multiverse of Madness,1
nm6623135,Julian Hilliard,nm2017943,Hayley Atwell,Doctor Strange in the Multiverse of Madness,1
nm0836121,Michael Stuhlbarg,nm2017943,Hayley Atwell,Doctor Strange in the Multiverse of Madness,1
